Datetime,Jefferson River near Three Forks MT: Streamflow,Madison River bl Ennis Lake nr McAllister MT: Streamflow,Gallatin River at Logan MT: Streamflow
2016-07-29,219.0,1330.0,262.0
2016-07-30,205.0,1360.0,257.0
2016-07-31,193.0,1590.0,247.0
2016-08-01,185.0,1320.0,249.0
2016-08-02,178.0,1490.0,245.0
2016-08-03,166.0,1260.0,239.0
2016-08-04,146.0,1240.0,239.0
2016-08-05,140.0,1340.0,246.0
2016-08-06,138.0,1380.0,250.0
2016-08-07,153.0,1410.0,271.0
2016-08-08,164.0,1450.0,291.0
2016-08-09,172.0,1270.0,281.0
2016-08-10,184.0,1170.0,270.0
2016-08-11,190.0,1160.0,267.0
2016-08-12,184.0,1160.0,264.0
2016-08-13,175.0,1160.0,259.0
2016-08-14,184.0,1170.0,253.0
2016-08-15,191.0,1190.0,245.0
2016-08-16,193.0,1180.0,230.0
2016-08-17,180.0,1150.0,228.0
2016-08-18,166.0,1150.0,225.0
2016-08-19,175.0,1140.0,266.0
2016-08-20,178.0,1140.0,275.0
2016-08-21,178.0,1140.0,272.0
2016-08-22,178.0,1150.0,266.0
2016-08-23,165.0,1160.0,263.0
2016-08-24,160.0,1160.0,263.0
2016-08-25,156.0,1140.0,265.0
2016-08-26,169.0,1130.0,267.0
2016-08-27,169.0,1130.0,278.0
2016-08-28,172.0,1130.0,274.0
2016-08-29,173.0,1140.0,266.0
2016-08-30,167.0,1140.0,265.0
2016-08-31,159.0,1140.0,263.0
2016-09-01,152.0,1140.0,255.0
2016-09-02,152.0,1140.0,256.0
2016-09-03,150.0,1140.0,260.0
2016-09-04,173.0,1140.0,296.0
2016-09-05,209.0,1140.0,359.0
2016-09-06,261.0,1140.0,394.0
2016-09-07,311.0,1140.0,368.0
2016-09-08,333.0,1150.0,339.0
2016-09-09,361.0,1150.0,331.0
2016-09-10,387.0,1130.0,324.0
2016-09-11,401.0,1130.0,322.0
2016-09-12,396.0,1140.0,349.0
2016-09-13,399.0,1140.0,372.0
2016-09-14,411.0,1140.0,382.0
2016-09-15,465.0,1140.0,398.0
2016-09-16,541.0,1140.0,377.0
2016-09-17,584.0,1130.0,363.0
2016-09-18,583.0,1130.0,354.0
2016-09-19,567.0,1130.0,355.0
2016-09-20,552.0,1130.0,356.0
2016-09-21,563.0,1130.0,371.0
2016-09-22,657.0,1140.0,470.0
2016-09-23,757.0,1140.0,512.0
2016-09-24,873.0,1140.0,502.0
2016-09-25,916.0,1140.0,472.0
2016-09-26,945.0,1140.0,445.0
2016-09-27,960.0,1140.0,438.0
2016-09-28,983.0,1140.0,415.0
2016-09-29,968.0,1140.0,401.0
2016-09-30,921.0,1130.0,396.0
2016-10-01,925.0,1130.0,395.0
2016-10-02,985.0,1130.0,411.0
2016-10-03,1080.0,1180.0,466.0
2016-10-04,1240.0,1360.0,575.0
2016-10-05,1310.0,1350.0,589.0
2016-10-06,1290.0,1340.0,569.0
2016-10-07,1280.0,1340.0,546.0
2016-10-08,1260.0,1330.0,530.0
2016-10-09,1220.0,1330.0,514.0
2016-10-10,1200.0,1330.0,510.0
2016-10-11,1200.0,1330.0,556.0
2016-10-12,1190.0,1320.0,627.0
2016-10-13,1190.0,1310.0,630.0
2016-10-14,1200.0,1300.0,643.0
2016-10-15,1200.0,1300.0,690.0
2016-10-16,1200.0,1300.0,733.0
2016-10-17,1230.0,1300.0,830.0
2016-10-18,1260.0,1300.0,817.0
2016-10-19,1310.0,1380.0,775.0
2016-10-20,1340.0,1430.0,751.0
2016-10-21,1320.0,1430.0,722.0
2016-10-22,1300.0,1440.0,707.0
2016-10-23,1280.0,1440.0,701.0
2016-10-24,1280.0,1430.0,689.0
2016-10-25,1300.0,1400.0,714.0
2016-10-26,1290.0,1320.0,855.0
2016-10-27,1290.0,1230.0,806.0
2016-10-28,1300.0,1140.0,810.0
2016-10-29,1320.0,1140.0,928.0
2016-10-30,1340.0,1150.0,1030.0
2016-10-31,1490.0,1150.0,1480.0
2016-11-01,1560.0,1220.0,1620.0
2016-11-02,1590.0,1400.0,1350.0
2016-11-03,1580.0,1560.0,1210.0
2016-11-04,1560.0,1560.0,1130.0
2016-11-05,1510.0,1560.0,1080.0
2016-11-06,1460.0,1560.0,1040.0
2016-11-07,1420.0,1490.0,1010.0
2016-11-08,1400.0,1460.0,984.0
2016-11-09,1380.0,1460.0,953.0
2016-11-10,1380.0,1530.0,955.0
2016-11-11,1360.0,1560.0,936.0
2016-11-12,1350.0,1540.0,922.0
2016-11-13,1340.0,1540.0,902.0
2016-11-14,1350.0,1530.0,884.0
2016-11-15,1370.0,1530.0,890.0
2016-11-16,1440.0,1520.0,971.0
2016-11-17,1530.0,1500.0,948.0
2016-11-18,1620.0,1490.0,869.0
2016-11-19,1550.0,1480.0,807.0
2016-11-20,1430.0,1480.0,864.0
2016-11-21,1420.0,1480.0,866.0
2016-11-22,1450.0,1480.0,847.0
2016-11-23,1450.0,1470.0,819.0
2016-11-24,1410.0,1480.0,821.0
2016-11-25,1390.0,1470.0,782.0
2016-11-26,1340.0,1470.0,800.0
2016-11-27,1280.0,1470.0,809.0
2016-11-28,1290.0,1470.0,800.0
2016-11-29,1320.0,1580.0,802.0
2016-11-30,1320.0,1660.0,745.0
2016-12-01,1260.0,1660.0,726.0
2016-12-02,1230.0,1700.0,783.0
2016-12-03,1190.0,1750.0,753.0
2016-12-04,1180.0,1810.0,750.0
2016-12-05,1150.0,1910.0,745.0
2016-12-06,962.0,1660.0,668.0
2016-12-07,576.0,1470.0,584.0
2016-12-08,449.0,1470.0,547.0
2016-12-09,529.0,1470.0,502.0
2016-12-10,625.0,1460.0,571.0
2016-12-11,681.0,1460.0,623.0
2016-12-12,720.0,1460.0,627.0
2016-12-13,726.0,1460.0,629.0
2016-12-14,710.0,1380.0,629.0
2016-12-15,724.0,1360.0,620.0
2016-12-16,700.0,1350.0,608.0
2016-12-17,696.0,1330.0,599.0
2016-12-18,750.0,1250.0,594.0
2016-12-19,757.0,1130.0,593.0
2016-12-20,767.0,1150.0,595.0
2016-12-21,765.0,1270.0,594.0
2016-12-22,743.0,1170.0,583.0
2016-12-23,748.0,1150.0,580.0
2016-12-24,774.0,1150.0,588.0
2016-12-25,761.0,1150.0,593.0
2016-12-26,739.0,1140.0,592.0
2016-12-27,768.0,1210.0,591.0
2016-12-28,765.0,1150.0,585.0
2016-12-29,767.0,1150.0,581.0
2016-12-30,799.0,1150.0,587.0
2016-12-31,800.0,1150.0,591.0
2017-01-01,835.0,1160.0,590.0
2017-01-02,822.0,1150.0,578.0
2017-01-03,740.0,1150.0,554.0
2017-01-04,743.0,1190.0,553.0
2017-01-05,767.0,1270.0,564.0
2017-01-06,835.0,1310.0,568.0
2017-01-07,821.0,1310.0,579.0
2017-01-08,841.0,1250.0,595.0
2017-01-09,839.0,1360.0,593.0
2017-01-10,830.0,1670.0,573.0
2017-01-11,837.0,1780.0,564.0
2017-01-12,847.0,1690.0,561.0
2017-01-13,848.0,1270.0,548.0
2017-01-14,849.0,1160.0,541.0
2017-01-15,851.0,1160.0,537.0
2017-01-16,857.0,1160.0,538.0
2017-01-17,872.0,1160.0,552.0
2017-01-18,890.0,1150.0,574.0
2017-01-19,914.0,1140.0,586.0
2017-01-20,931.0,1240.0,586.0
2017-01-21,919.0,1410.0,579.0
2017-01-22,901.0,1500.0,569.0
2017-01-23,896.0,1510.0,567.0
2017-01-24,923.0,1510.0,566.0
2017-01-25,938.0,1410.0,564.0
2017-01-26,930.0,1290.0,567.0
2017-01-27,938.0,1320.0,579.0
2017-01-28,976.0,1340.0,596.0
2017-01-29,981.0,1200.0,603.0
2017-01-30,959.0,1180.0,606.0
2017-01-31,940.0,1200.0,604.0
2017-02-01,920.0,1210.0,597.0
2017-02-02,902.0,1200.0,589.0
2017-02-03,911.0,1200.0,596.0
2017-02-04,1060.0,1290.0,630.0
2017-02-05,1070.0,1600.0,650.0
2017-02-06,1100.0,1700.0,662.0
2017-02-07,1090.0,1680.0,674.0
2017-02-08,1100.0,1590.0,675.0
2017-02-09,1130.0,1580.0,669.0
2017-02-10,1180.0,1710.0,657.0
2017-02-11,1200.0,1830.0,642.0
2017-02-12,1210.0,1720.0,636.0
2017-02-13,1200.0,1520.0,632.0
2017-02-14,1230.0,1470.0,644.0
2017-02-15,1260.0,1450.0,659.0
2017-02-16,1290.0,1450.0,674.0
2017-02-17,1340.0,1480.0,778.0
2017-02-18,1350.0,1500.0,806.0
2017-02-19,1380.0,1500.0,851.0
2017-02-20,1350.0,1500.0,860.0
2017-02-21,1330.0,1550.0,879.0
2017-02-22,1360.0,1600.0,957.0
2017-02-23,1300.0,1600.0,785.0
2017-02-24,1250.0,1520.0,733.0
2017-02-25,1220.0,1470.0,709.0
2017-02-26,1170.0,1380.0,673.0
2017-02-27,1150.0,1240.0,674.0
2017-02-28,1240.0,1200.0,664.0
2017-03-01,1270.0,1200.0,646.0
2017-03-02,1290.0,1260.0,654.0
2017-03-03,1220.0,1390.0,655.0
2017-03-04,1240.0,1460.0,680.0
2017-03-05,1250.0,1490.0,691.0
2017-03-06,1220.0,1490.0,688.0
2017-03-07,1160.0,1490.0,662.0
2017-03-08,1150.0,1490.0,664.0
2017-03-09,1220.0,1550.0,695.0
2017-03-10,1220.0,1640.0,694.0
2017-03-11,1250.0,1730.0,725.0
2017-03-12,1400.0,1830.0,748.0
2017-03-13,1490.0,1800.0,750.0
2017-03-14,1480.0,1760.0,759.0
2017-03-15,1560.0,1880.0,808.0
2017-03-16,1840.0,2060.0,875.0
2017-03-17,2390.0,1990.0,936.0
2017-03-18,2770.0,1720.0,912.0
2017-03-19,3120.0,1760.0,974.0
2017-03-20,3460.0,1630.0,1200.0
2017-03-21,4230.0,1490.0,1170.0
2017-03-22,4920.0,1490.0,1130.0
2017-03-23,4380.0,1490.0,1150.0
2017-03-24,4080.0,1480.0,1110.0
2017-03-25,3680.0,1480.0,1070.0
2017-03-26,3210.0,1480.0,1050.0
2017-03-27,2960.0,1530.0,1010.0
2017-03-28,2710.0,1560.0,984.0
2017-03-29,2510.0,1550.0,955.0
2017-03-30,2370.0,1620.0,1010.0
2017-03-31,2420.0,1740.0,1100.0
2017-04-01,2560.0,1730.0,1070.0
2017-04-02,2600.0,1670.0,1040.0
2017-04-03,2550.0,1610.0,1060.0
2017-04-04,2420.0,1610.0,1010.0
2017-04-05,2190.0,1610.0,979.0
2017-04-06,2040.0,1610.0,951.0
2017-04-07,2000.0,1580.0,946.0
2017-04-08,2010.0,1510.0,1040.0
2017-04-09,2170.0,1510.0,1150.0
2017-04-10,2210.0,1510.0,1110.0
2017-04-11,2110.0,1560.0,1070.0
2017-04-12,1960.0,1580.0,1060.0
2017-04-13,1870.0,1570.0,1040.0
2017-04-14,1970.0,1580.0,1190.0
2017-04-15,2080.0,1640.0,1350.0
2017-04-16,2090.0,1680.0,1290.0
2017-04-17,2050.0,1670.0,1240.0
2017-04-18,1990.0,1670.0,1260.0
2017-04-19,2010.0,1730.0,1270.0
2017-04-20,1990.0,1740.0,1270.0
2017-04-21,2030.0,1670.0,1300.0
2017-04-22,2060.0,1700.0,1300.0
2017-04-23,2010.0,1690.0,1270.0
2017-04-24,2030.0,1700.0,1360.0
2017-04-25,2070.0,1740.0,1420.0
2017-04-26,2210.0,1790.0,1480.0
2017-04-27,2290.0,1900.0,1500.0
2017-04-28,2270.0,2020.0,1530.0
2017-04-29,2200.0,2010.0,1450.0
2017-04-30,2170.0,2010.0,1390.0
2017-05-01,2040.0,1910.0,1380.0
2017-05-02,1910.0,1810.0,1310.0
2017-05-03,1760.0,1870.0,1290.0
2017-05-04,1620.0,2040.0,1260.0
2017-05-05,1570.0,2330.0,1310.0
2017-05-06,1640.0,2270.0,1750.0
2017-05-07,2270.0,2590.0,2470.0
2017-05-08,3770.0,3070.0,3070.0
2017-05-09,4910.0,3120.0,3180.0
2017-05-10,5540.0,3180.0,3010.0
2017-05-11,5570.0,3260.0,3020.0
2017-05-12,5570.0,3690.0,3420.0
2017-05-13,5940.0,4280.0,4160.0
2017-05-14,6890.0,3960.0,3910.0
2017-05-15,7260.0,3580.0,3180.0
2017-05-16,7010.0,3590.0,2760.0
2017-05-17,6610.0,3100.0,2670.0
2017-05-18,6530.0,2840.0,2630.0
2017-05-19,6120.0,2920.0,2300.0
2017-05-20,6080.0,2860.0,2100.0
2017-05-21,5820.0,2760.0,2000.0
2017-05-22,5480.0,2750.0,1940.0
2017-05-23,4960.0,2740.0,1950.0
2017-05-24,4580.0,3010.0,2370.0
2017-05-25,4820.0,3470.0,3230.0
2017-05-26,5450.0,3480.0,2940.0
2017-05-27,5660.0,3230.0,2440.0
2017-05-28,5520.0,3020.0,2130.0
2017-05-29,5370.0,3010.0,2200.0
2017-05-30,5250.0,3150.0,2420.0
2017-05-31,5370.0,3310.0,2710.0
2017-06-01,5830.0,3670.0,3180.0
2017-06-02,6480.0,3950.0,3500.0
2017-06-03,7060.0,4100.0,3820.0
2017-06-04,7570.0,4000.0,3810.0
2017-06-05,7910.0,4300.0,4230.0
2017-06-06,8580.0,4520.0,4360.0
2017-06-07,9190.0,4350.0,3910.0
2017-06-08,8520.0,3980.0,3920.0
2017-06-09,8120.0,3900.0,3980.0
2017-06-10,7770.0,3880.0,3540.0
2017-06-11,7110.0,3150.0,2940.0
2017-06-12,6310.0,2860.0,2560.0
2017-06-13,6250.0,4000.0,3070.0
2017-06-14,7340.0,4100.0,2970.0
2017-06-15,8650.0,3530.0,2650.0
2017-06-16,9210.0,3220.0,2480.0
2017-06-17,9790.0,3230.0,2710.0
2017-06-18,7720.0,3230.0,2620.0
2017-06-19,6380.0,3220.0,2440.0
2017-06-20,5620.0,3100.0,2340.0
2017-06-21,5090.0,3060.0,2460.0
2017-06-22,4700.0,3070.0,2400.0
2017-06-23,4210.0,3070.0,2030.0
2017-06-24,3810.0,2960.0,1730.0
2017-06-25,3510.0,2550.0,1580.0
2017-06-26,3270.0,2270.0,1430.0
2017-06-27,3030.0,2430.0,1370.0
2017-06-28,2950.0,2420.0,1450.0
2017-06-29,3090.0,2430.0,1390.0
2017-06-30,3240.0,2420.0,1340.0
2017-07-01,3110.0,2340.0,1150.0
2017-07-02,2930.0,2230.0,1060.0
2017-07-03,2670.0,2080.0,1000.0
2017-07-04,2360.0,2040.0,916.0
2017-07-05,2140.0,2120.0,840.0
2017-07-06,1900.0,1910.0,797.0
2017-07-07,1730.0,1910.0,701.0
2017-07-08,1610.0,2120.0,638.0
2017-07-09,1490.0,2280.0,593.0
2017-07-10,1410.0,2100.0,575.0
2017-07-11,1410.0,1850.0,565.0
2017-07-12,1450.0,1910.0,530.0
2017-07-13,1350.0,1800.0,465.0
2017-07-14,1230.0,1720.0,397.0
2017-07-15,1110.0,2030.0,353.0
2017-07-16,1010.0,1680.0,332.0
2017-07-17,953.0,1840.0,337.0
2017-07-18,869.0,1750.0,315.0
2017-07-19,807.0,1610.0,305.0
2017-07-20,736.0,1570.0,291.0
2017-07-21,655.0,1560.0,274.0
2017-07-22,601.0,1790.0,255.0
2017-07-23,555.0,1620.0,247.0
2017-07-24,513.0,1570.0,262.0
2017-07-25,479.0,1890.0,298.0
2017-07-26,458.0,1660.0,320.0
2017-07-27,423.0,1550.0,326.0
2017-07-28,400.0,1550.0,346.0
2017-07-29,397.0,1590.0,350.0
2017-07-30,401.0,1580.0,333.0
2017-07-31,413.0,1560.0,329.0
2017-08-01,400.0,1550.0,318.0
2017-08-02,386.0,1440.0,310.0
2017-08-03,377.0,1520.0,317.0
2017-08-04,371.0,1520.0,320.0
2017-08-05,352.0,1310.0,326.0
2017-08-06,333.0,1280.0,329.0
2017-08-07,333.0,1520.0,335.0
2017-08-08,327.0,1570.0,317.0
2017-08-09,328.0,1530.0,307.0
2017-08-10,323.0,1500.0,316.0
2017-08-11,327.0,1440.0,313.0
2017-08-12,327.0,1420.0,296.0
2017-08-13,331.0,1400.0,304.0
2017-08-14,331.0,1370.0,332.0
2017-08-15,339.0,1430.0,365.0
2017-08-16,342.0,1470.0,354.0
2017-08-17,332.0,1480.0,321.0
2017-08-18,324.0,1470.0,306.0
2017-08-19,309.0,1470.0,291.0
2017-08-20,303.0,1410.0,288.0
2017-08-21,292.0,1280.0,298.0
2017-08-22,276.0,1230.0,301.0
2017-08-23,275.0,1230.0,295.0
2017-08-24,270.0,1280.0,293.0
2017-08-25,270.0,1420.0,295.0
2017-08-26,273.0,1470.0,309.0
2017-08-27,270.0,1470.0,314.0
2017-08-28,269.0,1470.0,314.0
2017-08-29,271.0,1470.0,301.0
2017-08-30,257.0,1470.0,290.0
2017-08-31,232.0,1410.0,286.0
2017-09-01,225.0,1380.0,282.0
2017-09-02,221.0,1370.0,282.0
2017-09-03,220.0,1350.0,286.0
2017-09-04,222.0,1250.0,289.0
2017-09-05,230.0,1180.0,307.0
2017-09-06,239.0,1180.0,313.0
2017-09-07,240.0,1270.0,311.0
2017-09-08,255.0,1400.0,310.0
2017-09-09,255.0,1390.0,308.0
2017-09-10,260.0,1280.0,320.0
2017-09-11,271.0,1260.0,322.0
2017-09-12,282.0,1300.0,334.0
2017-09-13,297.0,1300.0,366.0
2017-09-14,321.0,1300.0,421.0
2017-09-15,439.0,1460.0,531.0
2017-09-16,669.0,1460.0,656.0
2017-09-17,966.0,1460.0,645.0
2017-09-18,1080.0,1450.0,639.0
2017-09-19,1130.0,1450.0,727.0
2017-09-20,1190.0,1450.0,793.0
2017-09-21,1230.0,1460.0,738.0
2017-09-22,1300.0,1490.0,761.0
2017-09-23,1400.0,1470.0,729.0
2017-09-24,1430.0,1470.0,706.0
2017-09-25,1390.0,1460.0,680.0
2017-09-26,1350.0,1460.0,662.0
2017-09-27,1300.0,1460.0,650.0
2017-09-28,1260.0,1460.0,636.0
2017-09-29,1270.0,1460.0,615.0
2017-09-30,1280.0,1450.0,610.0
2017-10-01,1300.0,1450.0,651.0
2017-10-02,1390.0,1470.0,670.0
2017-10-03,1390.0,1490.0,699.0
2017-10-04,1390.0,1490.0,697.0
2017-10-05,1400.0,1540.0,700.0
2017-10-06,1410.0,1550.0,692.0
2017-10-07,1410.0,1590.0,668.0
2017-10-08,1390.0,1610.0,658.0
2017-10-09,1380.0,1610.0,673.0
2017-10-10,1380.0,1580.0,663.0
2017-10-11,1380.0,1570.0,662.0
2017-10-12,1370.0,1570.0,699.0
2017-10-13,1390.0,1550.0,706.0
2017-10-14,1380.0,1470.0,691.0
2017-10-15,1370.0,1460.0,676.0
2017-10-16,1390.0,1490.0,670.0
2017-10-17,1380.0,1510.0,666.0
2017-10-18,1350.0,1500.0,669.0
2017-10-19,1330.0,1500.0,678.0
2017-10-20,1350.0,1520.0,675.0
2017-10-21,1330.0,1520.0,700.0
2017-10-22,1330.0,1490.0,698.0
2017-10-23,1330.0,1450.0,695.0
2017-10-24,1380.0,1440.0,689.0
2017-10-25,1430.0,1440.0,679.0
2017-10-26,1450.0,1450.0,699.0
2017-10-27,1430.0,1470.0,709.0
2017-10-28,1420.0,1480.0,698.0
2017-10-29,1420.0,1490.0,698.0
2017-10-30,1400.0,1490.0,696.0
2017-10-31,1390.0,1510.0,705.0
2017-11-01,1390.0,1520.0,798.0
2017-11-02,1390.0,1560.0,885.0
2017-11-03,1500.0,1570.0,882.0
2017-11-04,1510.0,1630.0,866.0
2017-11-05,1490.0,1820.0,820.0
2017-11-06,1430.0,1910.0,815.0
2017-11-07,1400.0,1890.0,742.0
2017-11-08,1360.0,1880.0,764.0
2017-11-09,1330.0,1800.0,768.0
2017-11-10,1330.0,1670.0,824.0
2017-11-11,1480.0,1640.0,864.0
2017-11-12,1510.0,1580.0,842.0
2017-11-13,1530.0,1540.0,809.0
2017-11-14,1490.0,1550.0,821.0
2017-11-15,1490.0,1540.0,807.0
2017-11-16,1510.0,1540.0,798.0
2017-11-17,1450.0,1550.0,854.0
2017-11-18,1420.0,1540.0,815.0
2017-11-19,1420.0,1530.0,764.0
2017-11-20,1420.0,1490.0,790.0
2017-11-21,1430.0,1490.0,823.0
2017-11-22,1490.0,1480.0,850.0
2017-11-23,1570.0,1540.0,942.0
2017-11-24,1650.0,1610.0,1080.0
2017-11-25,1790.0,1600.0,1060.0
2017-11-26,1960.0,1600.0,978.0
2017-11-27,2060.0,1550.0,979.0
2017-11-28,2070.0,1530.0,1080.0
2017-11-29,1960.0,1570.0,960.0
2017-11-30,1810.0,1490.0,904.0
2017-12-01,1690.0,1460.0,880.0
2017-12-02,1550.0,1460.0,915.0
2017-12-03,1590.0,1460.0,919.0
2017-12-04,1640.0,1530.0,920.0
2017-12-05,1470.0,1550.0,832.0
2017-12-06,1310.0,1550.0,766.0
2017-12-07,1220.0,1550.0,756.0
2017-12-08,1120.0,1540.0,764.0
2017-12-09,1110.0,1510.0,766.0
2017-12-10,1140.0,1490.0,745.0
2017-12-11,1150.0,1450.0,698.0
2017-12-12,1180.0,1450.0,665.0
2017-12-13,1220.0,1480.0,680.0
2017-12-14,1270.0,1500.0,702.0
2017-12-15,1350.0,1500.0,697.0
2017-12-16,1380.0,1550.0,699.0
2017-12-17,1390.0,1580.0,702.0
2017-12-18,1380.0,1520.0,705.0
2017-12-19,1320.0,1500.0,730.0
2017-12-20,1310.0,1510.0,732.0
2017-12-21,1310.0,1480.0,724.0
2017-12-22,1270.0,1420.0,708.0
2017-12-23,1250.0,1410.0,654.0
2017-12-24,1070.0,1330.0,583.0
2017-12-25,971.0,1190.0,553.0
2017-12-26,1020.0,1150.0,570.0
2017-12-27,1090.0,1180.0,591.0
2017-12-28,1200.0,1490.0,611.0
2017-12-29,1220.0,1850.0,644.0
2017-12-30,1220.0,1730.0,689.0
2017-12-31,1220.0,1650.0,712.0
2018-01-01,1200.0,1630.0,720.0
2018-01-02,1190.0,1400.0,732.0
2018-01-03,1240.0,1140.0,744.0
2018-01-04,1270.0,1260.0,750.0
2018-01-05,1270.0,1440.0,753.0
2018-01-06,1280.0,1630.0,755.0
2018-01-07,1290.0,1680.0,759.0
2018-01-08,1300.0,1650.0,770.0
2018-01-09,1300.0,1650.0,750.0
2018-01-10,1310.0,1720.0,763.0
2018-01-11,1320.0,1820.0,747.0
2018-01-12,1370.0,1770.0,737.0
2018-01-13,1410.0,1680.0,738.0
2018-01-14,1410.0,1640.0,737.0
2018-01-15,1380.0,1570.0,730.0
2018-01-16,1360.0,1550.0,702.0
2018-01-17,1320.0,1530.0,659.0
2018-01-18,1290.0,1460.0,693.0
2018-01-19,1300.0,1540.0,788.0
2018-01-20,1300.0,1710.0,747.0
2018-01-21,1150.0,1640.0,719.0
2018-01-22,1150.0,1410.0,677.0
2018-01-23,1150.0,1180.0,678.0
2018-01-24,1150.0,1290.0,689.0
2018-01-25,1160.0,1450.0,697.0
2018-01-26,1160.0,1450.0,687.0
2018-01-27,1160.0,1450.0,666.0
2018-01-28,1170.0,1460.0,670.0
2018-01-29,1170.0,1670.0,684.0
2018-01-30,1180.0,1720.0,727.0
2018-01-31,1190.0,1570.0,715.0
2018-02-01,1170.0,1480.0,687.0
2018-02-02,1170.0,1450.0,696.0
2018-02-03,1200.0,1510.0,780.0
2018-02-04,1300.0,1540.0,781.0
2018-02-05,1420.0,1550.0,753.0
2018-02-06,1410.0,1630.0,745.0
2018-02-07,1390.0,1720.0,726.0
2018-02-08,1410.0,1640.0,781.0
2018-02-09,1470.0,1330.0,799.0
2018-02-10,1490.0,1270.0,707.0
2018-02-11,1350.0,1460.0,743.0
2018-02-12,1250.0,1380.0,613.0
2018-02-13,1200.0,1180.0,619.0
2018-02-14,1290.0,1290.0,686.0
2018-02-15,1380.0,1510.0,709.0
2018-02-16,1420.0,1670.0,712.0
2018-02-17,1300.0,1630.0,661.0
2018-02-18,1230.0,1490.0,670.0
2018-02-19,999.0,1170.0,599.0
2018-02-20,707.0,1150.0,535.0
2018-02-21,686.0,1260.0,553.0
2018-02-22,700.0,1400.0,558.0
2018-02-23,777.0,1520.0,564.0
2018-02-24,898.0,1570.0,582.0
2018-02-25,1000.0,1560.0,587.0
2018-02-26,1040.0,1490.0,591.0
2018-02-27,1050.0,1480.0,589.0
2018-02-28,1080.0,1710.0,600.0
2018-03-01,1110.0,1770.0,603.0
2018-03-02,1160.0,1610.0,613.0
2018-03-03,1200.0,1580.0,612.0
2018-03-04,1190.0,1690.0,617.0
2018-03-05,1250.0,1730.0,607.0
2018-03-06,1300.0,1660.0,607.0
2018-03-07,1360.0,1660.0,600.0
2018-03-08,1390.0,1660.0,609.0
2018-03-09,1430.0,1650.0,700.0
2018-03-10,1460.0,1660.0,809.0
2018-03-11,1510.0,1660.0,734.0
2018-03-12,1550.0,1650.0,713.0
2018-03-13,1610.0,1640.0,775.0
2018-03-14,1690.0,1570.0,804.0
2018-03-15,1740.0,1670.0,1090.0
