Datetime,Copper Bottom: Snow Water Equivalent,Copper Camp: Snow Water Equivalent,Waldron: Snow Water Equivalent,Wood Creek: Snow Water Equivalent,GIBSON RESERVOIR; MONTANA: Inflow
1993-06-21,0.0,0.0,0.0,0.0,1504.52
1993-06-22,0.0,0.0,0.0,0.0,1711.123
1993-06-23,0.0,0.0,0.0,0.0,1510.04
1993-06-24,0.0,0.0,0.0,0.0,1072.52
1993-06-25,0.0,0.0,0.0,0.0,1210.077
1993-06-26,0.0,0.0,0.0,0.0,1283.449
1993-06-27,0.0,0.0,0.0,0.0,1153.508
1993-06-28,0.0,0.0,0.0,0.0,1347.177
1993-06-29,0.0,0.0,0.0,0.0,1140.125
1993-06-30,0.0,0.0,0.0,0.0,1348.402
1993-07-01,0.0,0.0,0.0,0.0,293.151
1993-07-02,0.0,0.0,0.0,0.0,1110.807
1993-07-03,0.0,0.0,0.0,0.0,1050.497
1993-07-04,0.0,0.0,0.0,0.0,1167.037
1993-07-05,0.0,0.0,0.0,0.0,1163.18
1993-07-06,0.0,0.0,0.0,0.0,1243.867
1993-07-07,0.0,0.0,0.0,0.0,1187.551
1993-07-08,0.0,0.0,0.0,0.0,1180.007
1993-07-09,0.0,0.0,0.0,0.0,1092.208
1993-07-10,0.0,0.0,0.0,0.0,1056.379
1993-07-11,0.0,0.0,0.0,0.0,1260.932
1993-07-12,0.0,0.0,0.0,0.0,978.772
1993-07-13,0.0,0.0,0.0,0.0,1292.974
1993-07-14,0.0,0.0,0.0,0.0,1180.28
1993-07-15,0.0,0.0,0.0,0.0,1146.215
1993-07-16,0.0,0.0,0.0,0.0,1097.083
1993-07-17,0.0,0.0,0.0,0.0,1150.966
1993-07-18,0.0,0.0,0.0,0.0,1019.105
1993-07-19,0.0,0.0,0.0,0.0,1013.435
1993-07-20,0.0,0.1,0.0,0.0,948.636
1993-07-21,0.0,0.0,0.0,0.0,943.494
1993-07-22,0.0,0.0,0.0,0.0,872.123
1993-07-23,0.0,0.0,0.0,0.0,788.631
1993-07-24,0.0,0.0,0.0,0.0,784.122
1993-07-25,0.0,0.0,0.0,0.0,792.724
1993-07-26,0.0,0.0,0.0,0.0,730.558
1993-07-27,0.0,0.0,0.0,0.0,784.417
1993-07-28,0.0,0.0,0.0,0.0,665.442
1993-07-29,0.0,0.0,0.0,0.0,721.575
1993-07-30,0.0,0.0,0.0,0.0,589.201
1993-07-31,0.0,0.0,0.0,0.0,591.916
1993-08-01,0.0,0.0,0.0,0.0,710.36
1993-08-02,0.0,0.0,0.0,0.0,474.154
1993-08-03,0.0,0.0,0.0,0.0,615.329
1993-08-04,0.0,0.0,0.0,0.0,525.467
1993-08-05,0.0,0.0,0.0,0.0,589.503
1993-08-06,0.0,0.0,0.0,0.0,568.183
1993-08-07,0.0,0.0,0.0,0.0,544.797
1993-08-08,0.0,0.0,0.0,0.0,652.538
1993-08-09,0.0,0.0,0.0,0.0,500.821
1993-08-10,0.0,0.0,0.0,0.0,567.369
1993-08-11,0.0,0.0,0.0,0.0,685.386
1993-08-12,0.0,0.0,0.0,0.0,491.591
1993-08-13,0.0,0.0,0.0,0.0,446.248
1993-08-14,0.0,0.0,0.0,0.0,677.576
1993-08-15,0.0,0.0,0.0,0.0,517.253
1993-08-16,0.0,0.0,0.0,0.0,862.791
1993-08-17,0.0,0.0,0.0,0.0,880.212
1993-08-18,0.0,0.0,0.0,0.0,720.028
1993-08-19,0.0,0.0,0.0,0.0,648.967
1993-08-20,0.0,0.0,0.0,0.0,794.869
1993-08-21,0.0,0.0,0.0,0.0,904.265
1993-08-22,0.0,0.0,0.0,0.0,753.71
1993-08-23,0.0,0.0,0.0,0.0,754.786
1993-08-24,0.0,0.0,0.0,0.0,554.625
1993-08-25,0.0,0.0,0.0,0.0,508.746
1993-08-26,0.0,0.0,0.0,0.0,664.159
1993-08-27,0.0,0.0,0.0,0.0,556.953
1993-08-28,0.0,0.0,0.0,0.0,569.776
1993-08-29,0.1,0.0,0.1,0.2,1052.612
1993-08-30,0.1,0.0,0.0,0.7,643.62
1993-08-31,0.0,0.0,0.0,0.6,838.11
1993-09-01,0.0,0.0,0.0,0.2,629.082
1993-09-02,0.0,0.0,0.0,0.1,608.957
1993-09-03,0.0,0.0,0.0,0.1,638.822
1993-09-04,0.0,0.0,0.0,0.0,790.889
1993-09-05,0.0,0.0,0.0,0.0,968.888
1993-09-06,0.0,0.0,0.0,0.0,800.847
1993-09-07,0.0,0.0,0.0,0.0,681.703
1993-09-08,0.0,0.0,0.0,0.0,509.502
1993-09-09,0.0,0.0,0.0,0.0,731.156
1993-09-10,0.0,0.0,0.0,0.0,671.18
1993-09-11,0.0,0.0,0.0,0.0,666.332
1993-09-12,0.0,0.0,0.0,0.0,171.499
1993-09-13,0.2,0.3,0.4,0.7,1140.75
1993-09-14,0.1,0.0,0.0,0.8,618.137
1993-09-15,0.0,0.0,0.0,0.6,627.308
1993-09-16,0.0,0.0,0.0,0.4,629.949
1993-09-17,0.0,0.0,0.0,0.2,618.308
1993-09-18,0.0,0.0,0.0,0.1,613.765
1993-09-19,0.0,0.0,0.0,0.0,605.005
1993-09-20,0.0,0.0,0.0,0.0,557.363
1993-09-21,0.0,0.0,0.0,0.1,554.378
1993-09-22,0.0,0.0,0.0,0.2,496.937
1993-09-23,0.0,0.0,0.0,0.0,443.172
1993-09-24,0.0,0.0,0.0,0.0,486.907
1993-09-25,0.0,0.0,0.0,0.0,700.577
1993-09-26,0.0,0.0,0.0,0.0,516.378
1993-09-27,0.0,0.0,0.0,0.0,419.97
1993-09-28,0.0,0.0,0.0,0.0,524.618
1993-09-29,0.0,0.0,0.0,0.0,407.73
1993-09-30,0.0,0.0,0.0,0.0,358.613
1993-10-01,0.0,0.0,0.0,0.1,411.706
1993-10-02,0.0,0.0,0.0,0.0,412.775
1993-10-03,0.0,0.0,0.0,0.0,410.857
1993-10-04,0.0,0.0,0.0,0.0,536.759
1993-10-05,0.0,0.0,0.0,0.0,367.418
1993-10-06,0.0,0.0,0.0,0.0,374.061
1993-10-07,0.1,0.0,0.0,0.0,379.004
1993-10-08,0.3,0.0,0.0,0.0,378.983
1993-10-09,0.3,0.0,0.0,0.3,369.082
1993-10-10,0.2,0.0,0.0,0.5,405.806
1993-10-11,0.2,0.0,0.0,0.5,409.087
1993-10-12,0.2,0.0,0.0,0.4,367.242
1993-10-13,0.0,0.0,0.0,0.0,369.195
1993-10-14,0.0,0.0,0.0,0.0,365.678
1993-10-15,0.0,0.0,0.0,0.0,369.801
1993-10-16,0.0,0.0,0.0,0.0,368.599
1993-10-17,0.0,0.0,0.0,0.0,368.987
1993-10-18,0.0,0.0,0.0,0.0,364.536
1993-10-19,0.0,0.0,0.0,0.0,357.526
1993-10-20,0.0,0.0,0.0,0.0,351.012
1993-10-21,0.0,0.0,0.0,0.0,352.183
1993-10-22,0.0,0.0,0.0,0.0,349.799
1993-10-23,0.0,0.0,0.0,0.0,354.641
1993-10-24,0.0,0.0,0.0,0.0,349.438
1993-10-25,0.0,0.0,0.0,0.0,356.897
1993-10-26,0.0,0.0,0.0,0.0,349.516
1993-10-27,0.2,0.0,0.1,0.0,341.077
1993-10-28,0.3,0.0,0.1,0.0,361.505
1993-10-29,0.4,0.0,0.3,0.1,348.531
1993-10-30,0.4,0.1,0.4,0.4,341.693
1993-10-31,0.4,0.4,0.3,0.4,343.638
1993-11-01,0.4,0.5,0.5,0.4,315.936
1993-11-02,0.4,0.5,1.1,0.6,386.355
1993-11-03,0.6,0.7,1.2,0.8,131.58
1993-11-04,0.9,1.3,1.5,0.8,430.95
1993-11-05,1.0,1.3,1.7,1.2,405.843
1993-11-06,1.0,1.5,1.7,1.2,408.827
1993-11-07,1.0,1.5,1.7,1.3,416.189
1993-11-08,1.0,1.5,1.7,1.3,372.553
1993-11-09,1.0,1.5,1.7,1.3,429.722
1993-11-10,1.0,1.5,1.7,1.2,392.169
1993-11-11,1.0,1.5,1.7,1.2,382.743
1993-11-12,1.1,1.5,1.7,1.1,398.653
1993-11-13,1.1,1.5,1.7,1.3,146.119
1993-11-14,1.3,1.5,2.1,1.3,87.332
1993-11-15,1.3,1.7,2.3,1.4,116.515
1993-11-16,1.3,1.8,2.4,1.4,226.198
1993-11-17,1.3,1.8,2.4,1.5,227.073
1993-11-18,1.5,2.2,2.5,1.7,266.693
1993-11-19,1.8,2.4,2.8,1.8,210.812
1993-11-20,1.8,2.4,2.9,2.0,205.198
1993-11-21,1.8,2.4,2.9,1.8,248.406
1993-11-22,2.0,2.4,3.0,1.7,205.519
1993-11-23,2.2,2.4,3.3,2.3,205.679
1993-11-24,2.2,2.4,3.4,2.3,248.678
1993-11-25,2.2,2.4,3.4,2.3,206.0
1993-11-26,2.2,2.6,3.4,2.4,207.828
1993-11-27,2.2,2.9,3.4,2.4,263.448
1993-11-28,2.2,3.1,3.5,2.4,230.354
1993-11-29,2.2,3.1,3.6,2.4,233.562
1993-11-30,2.2,3.1,3.6,2.4,274.313
1993-12-01,2.3,3.2,3.6,2.4,267.75
1993-12-02,2.3,3.3,3.7,2.4,268.808
1993-12-03,2.5,3.7,3.7,2.4,254.672
1993-12-04,2.5,3.8,3.7,2.5,257.25
1993-12-05,2.7,4.1,3.6,2.5,266.729
1993-12-06,2.8,4.1,3.6,2.5,259.789
1993-12-07,2.8,4.1,3.8,2.5,261.428
1993-12-08,2.8,4.3,3.9,2.7,311.504
1993-12-09,3.3,5.3,4.6,2.8,266.352
1993-12-10,3.5,5.8,4.7,3.3,262.815
1993-12-11,3.5,5.9,4.6,3.3,269.048
1993-12-12,3.5,5.9,4.5,3.1,260.962
1993-12-13,3.5,5.9,4.2,2.9,247.318
1993-12-14,3.5,5.9,4.2,2.9,197.177
1993-12-15,3.5,5.9,4.2,2.9,188.391
1993-12-16,3.5,5.9,4.2,3.1,210.352
1993-12-17,3.5,5.9,4.2,3.2,251.797
1993-12-18,3.6,5.9,4.2,3.2,194.993
1993-12-19,3.6,5.9,4.2,3.2,206.277
1993-12-20,3.6,5.9,4.3,3.2,244.901
1993-12-21,3.6,5.9,4.3,3.2,208.863
1993-12-22,3.7,5.9,4.6,3.5,207.992
1993-12-23,3.7,5.9,5.0,3.2,249.395
1993-12-24,3.8,6.0,5.0,3.5,205.314
1993-12-25,3.8,6.1,5.1,3.5,204.402
1993-12-26,3.8,6.1,5.1,3.5,248.852
1993-12-27,3.8,6.1,5.1,3.5,204.402
1993-12-28,3.8,6.1,5.1,3.5,199.793
1993-12-29,3.8,6.1,5.1,3.5,200.246
1993-12-30,3.8,6.1,5.1,3.5,246.008
1993-12-31,3.8,6.2,5.1,3.5,197.439
1994-01-01,3.9,6.2,5.1,3.5,152.677
1994-01-02,4.1,6.7,5.1,3.5,205.301
1994-01-03,4.6,7.6,5.5,3.5,203.645
1994-01-04,4.8,7.8,5.7,3.9,159.099
1994-01-05,5.0,8.6,5.9,4.4,205.85
1994-01-06,5.3,9.0,6.0,4.0,202.369
1994-01-07,5.5,9.1,6.5,4.8,157.0
1994-01-08,5.7,9.5,6.5,4.8,207.437
1994-01-09,5.8,9.7,6.7,4.8,160.536
1994-01-10,5.9,9.9,6.7,4.8,206.38
1994-01-11,6.0,9.9,6.7,4.8,203.702
1994-01-12,6.0,10.1,7.0,4.8,156.339
1994-01-13,6.1,10.3,7.3,4.8,194.761
1994-01-14,6.1,10.5,7.3,4.8,152.734
1994-01-15,6.2,10.6,7.3,4.8,200.161
1994-01-16,6.3,11.0,7.5,4.8,152.505
1994-01-17,6.4,11.2,7.7,4.8,195.369
1994-01-18,6.5,11.3,8.5,5.4,196.541
1994-01-19,6.5,11.4,8.5,5.4,255.47
1994-01-20,6.5,11.4,8.6,5.4,204.179
1994-01-21,6.5,11.4,8.6,5.4,201.916
1994-01-22,6.5,11.4,8.6,5.4,249.642
1994-01-23,6.5,11.4,8.6,5.4,209.166
1994-01-24,6.5,11.4,8.6,5.0,210.049
1994-01-25,6.5,11.4,8.6,5.0,209.682
1994-01-26,6.5,11.4,8.6,5.0,255.711
1994-01-27,6.5,11.4,8.6,5.0,214.933
1994-01-28,6.5,11.4,8.8,5.0,210.602
1994-01-29,6.5,11.4,8.8,5.0,212.68
1994-01-30,6.6,11.4,8.8,5.0,259.503
1994-01-31,6.7,11.4,8.8,5.1,212.235
1994-02-01,6.7,11.4,8.9,5.1,212.972
1994-02-02,6.8,11.4,8.9,5.1,212.534
1994-02-03,6.8,11.4,8.9,5.1,217.917
1994-02-04,6.8,11.5,8.9,5.1,218.063
1994-02-05,6.8,11.5,8.9,5.2,216.192
1994-02-06,6.8,11.6,9.0,5.2,211.352
1994-02-07,6.9,11.6,9.1,5.5,209.427
1994-02-08,7.0,11.6,9.2,5.5,211.943
1994-02-09,7.0,11.6,9.4,5.6,217.771
1994-02-10,7.3,12.4,9.7,5.6,217.905
1994-02-11,7.4,12.4,9.7,5.6,217.259
1994-02-12,7.4,12.5,9.8,5.6,218.136
1994-02-13,7.4,12.7,9.8,5.6,218.539
1994-02-14,7.4,13.1,10.0,5.6,218.539
1994-02-15,7.6,13.2,10.2,5.9,218.234
1994-02-16,7.7,13.3,10.2,5.9,171.0
1994-02-17,7.7,13.3,10.2,5.9,218.537
1994-02-18,7.7,13.3,10.2,5.9,218.466
1994-02-19,7.8,13.5,10.2,5.9,166.115
1994-02-20,7.8,13.7,10.3,6.0,211.539
1994-02-21,7.9,13.7,10.3,6.1,162.292
1994-02-22,7.9,13.7,10.4,6.1,212.347
1994-02-23,8.0,13.8,10.5,6.1,214.989
1994-02-24,9.2,15.5,10.5,6.5,164.0
1994-02-25,9.2,15.5,10.5,6.9,211.537
1994-02-26,9.3,15.7,10.5,6.9,217.118
1994-02-27,9.3,15.8,10.6,6.9,171.0
1994-02-28,9.3,15.8,10.6,6.9,219.125
1994-03-01,9.3,16.0,10.8,6.9,234.488
1994-03-02,9.3,16.3,10.8,6.9,243.456
1994-03-03,9.3,16.3,10.8,6.9,237.479
1994-03-04,9.4,16.3,10.8,6.8,231.915
1994-03-05,9.5,16.4,10.8,6.8,227.269
1994-03-06,9.6,16.4,10.8,6.8,230.055
1994-03-07,9.6,16.4,10.6,6.6,231.571
1994-03-08,9.6,16.4,10.4,6.6,233.048
1994-03-09,9.6,16.4,10.2,6.6,232.948
1994-03-10,9.6,16.4,10.0,6.6,231.432
1994-03-11,9.6,16.4,9.8,6.6,228.318
1994-03-12,9.6,16.4,9.8,6.6,220.276
1994-03-13,9.6,16.4,9.7,6.6,219.198
1994-03-14,9.6,16.4,9.5,6.6,225.125
1994-03-15,9.6,16.4,9.5,6.3,282.036
1994-03-16,9.8,16.5,9.5,6.3,279.38
1994-03-17,9.8,16.5,9.5,6.3,266.58
1994-03-18,10.0,17.2,9.8,6.7,265.028
1994-03-19,10.0,17.4,9.8,6.7,269.0
1994-03-20,10.3,17.5,10.0,7.0,269.192
1994-03-21,10.3,17.8,10.1,7.0,270.38
1994-03-22,10.7,18.4,10.2,7.3,271.175
1994-03-23,10.7,18.4,10.4,7.3,275.798
1994-03-24,10.8,18.4,10.4,7.2,275.979
1994-03-25,10.9,18.4,10.5,7.0,274.913
1994-03-26,10.9,18.6,10.4,6.7,272.918
1994-03-27,11.0,18.6,10.3,7.0,270.412
1994-03-28,11.0,18.7,10.5,7.1,274.894
1994-03-29,11.0,18.7,10.5,7.3,272.127
1994-03-30,11.0,18.7,10.5,7.4,268.955
1994-03-31,11.0,18.5,10.5,7.4,269.129
1994-04-01,10.8,18.4,10.7,7.4,333.621
1994-04-02,10.6,18.4,10.7,7.4,338.208
1994-04-03,10.6,18.6,10.7,7.4,339.608
1994-04-04,10.7,19.0,10.8,7.8,345.876
1994-04-05,10.8,19.1,10.9,8.2,338.764
1994-04-06,10.8,19.3,11.0,8.2,342.983
1994-04-07,11.1,19.7,11.0,8.4,338.706
1994-04-08,11.2,19.7,11.0,8.4,393.571
1994-04-09,11.2,19.7,10.9,8.4,439.256
1994-04-10,11.0,19.7,10.9,8.4,440.102
1994-04-11,10.8,19.7,10.9,8.4,438.646
1994-04-12,10.5,19.9,10.6,8.2,664.755
1994-04-13,10.1,19.9,10.3,8.2,658.067
1994-04-14,10.0,19.9,10.0,8.3,669.105
1994-04-15,9.9,20.1,10.1,8.3,763.622
1994-04-16,9.6,20.2,9.8,8.3,857.911
1994-04-17,9.0,20.0,9.2,8.1,865.125
1994-04-18,8.0,19.4,8.7,7.8,1854.647
1994-04-19,7.5,18.6,8.1,7.7,1127.439
1994-04-20,6.7,17.7,7.7,7.3,2408.539
1994-04-21,5.8,16.8,7.1,6.8,3309.446
1994-04-22,5.1,16.2,6.5,6.4,3064.568
1994-04-23,4.9,15.8,6.3,6.2,3255.127
1994-04-24,4.0,15.1,5.6,5.8,3262.03
1994-04-25,3.8,15.2,5.7,5.8,3037.49
1994-04-26,3.8,15.2,6.0,5.8,1437.284
1994-04-27,3.9,15.2,6.1,6.2,974.99
1994-04-28,3.6,15.3,6.1,6.2,1560.0
1994-04-29,3.6,15.3,6.1,6.2,1295.692
1994-04-30,2.8,15.3,5.9,6.2,1306.469
1994-05-01,1.9,15.2,5.5,6.2,1302.42
1994-05-02,1.0,14.7,5.0,6.1,1587.68
1994-05-03,0.7,14.3,4.5,6.1,1591.089
1994-05-04,0.3,13.7,4.1,5.7,1594.294
1994-05-05,0.2,13.2,3.7,5.4,1596.33
1994-05-06,0.0,12.0,2.7,4.8,1691.603
1994-05-07,0.0,11.1,1.7,4.2,1766.581
1994-05-08,0.0,9.9,0.5,3.5,1787.413
1994-05-09,0.0,8.6,0.0,2.9,2231.215
1994-05-10,0.0,7.2,0.0,2.0,2245.504
1994-05-11,0.0,6.2,0.0,0.7,2751.511
1994-05-12,0.0,4.8,0.0,0.0,4073.125
1994-05-13,0.0,3.1,0.0,0.0,4930.248
1994-05-14,0.0,2.3,0.0,0.0,4332.974
1994-05-15,0.0,1.5,0.0,0.0,3739.457
1994-05-16,0.0,1.2,0.0,0.0,2138.814
1994-05-17,0.0,0.8,0.0,0.0,2122.865
1994-05-18,0.0,0.8,0.0,0.3,2495.715
1994-05-19,0.0,0.8,0.0,0.3,1948.301
1994-05-20,0.0,0.8,0.0,0.5,2074.777
1994-05-21,0.0,0.6,0.0,0.2,2096.471
1994-05-22,0.0,0.5,0.0,0.0,2110.731
1994-05-23,0.0,0.3,0.0,0.0,1961.168
1994-05-24,0.0,0.1,0.0,0.0,2611.78
1994-05-25,0.0,0.1,0.0,0.0,1941.774
1994-05-26,0.0,0.0,0.0,0.0,2851.47
1994-05-27,0.0,0.0,0.0,0.0,2788.984
1994-05-28,0.0,0.0,0.0,0.0,2212.825
1994-05-29,0.0,0.1,0.0,0.0,2171.359
1994-05-30,0.0,0.0,0.0,0.2,2171.384
1994-05-31,0.0,0.0,0.0,0.0,1977.276
1994-06-01,0.0,0.0,0.0,0.0,1587.04
1994-06-02,0.0,0.0,0.0,0.0,1762.376
1994-06-03,0.0,0.0,0.0,0.0,1852.841
1994-06-04,0.0,0.0,0.0,0.0,1848.896
1994-06-05,0.0,0.0,0.0,0.0,1848.778
1994-06-06,0.0,0.0,0.0,0.0,1901.868
1994-06-07,0.0,0.0,0.0,0.0,1784.023
1994-06-08,0.0,0.0,0.0,0.0,1701.413
1994-06-09,0.0,0.0,0.0,0.0,1320.439
1994-06-10,0.0,0.0,0.0,0.0,1255.543
1994-06-11,0.0,0.0,0.0,0.0,1316.698
1994-06-12,0.0,0.0,0.0,0.0,1314.09
1994-06-13,0.0,0.0,0.0,0.0,1372.803
1994-06-14,0.0,0.0,0.0,0.0,1464.252
1994-06-15,0.0,0.1,0.0,0.0,1259.375
1994-06-16,0.0,0.1,0.0,0.1,1250.882
1994-06-17,0.0,0.0,0.0,0.2,1052.378
1994-06-18,0.0,0.0,0.0,0.0,1063.057
1994-06-19,0.0,0.0,0.0,0.0,1118.449
1994-06-20,0.0,0.0,0.0,0.0,705.353
1994-06-21,0.0,0.0,0.0,0.0,1192.852
1994-06-22,0.0,0.0,0.0,0.0,1211.511
1994-06-23,0.0,0.0,0.0,0.0,1212.679
1994-06-24,0.0,0.0,0.0,0.0,971.193
1994-06-25,0.0,0.0,0.0,0.0,852.386
1994-06-26,0.0,0.0,0.0,0.0,1008.843
1994-06-27,0.0,0.0,0.0,0.0,788.26
1994-06-28,0.0,0.0,0.0,0.0,472.283
1994-06-29,0.0,0.0,0.0,0.0,767.766
1994-06-30,0.0,0.0,0.0,0.0,995.001
1994-07-01,0.0,0.0,0.0,0.0,885.548
1994-07-02,0.0,0.0,0.0,0.0,388.986
1994-07-03,0.0,0.0,0.0,0.0,296.233
1994-07-04,0.0,0.0,0.0,0.0,322.144
1994-07-05,0.0,0.0,0.0,0.0,392.813
1994-07-06,0.0,0.0,0.0,0.0,360.386
1994-07-07,0.0,0.0,0.0,0.0,381.188
1994-07-08,0.0,0.0,0.0,0.0,885.16
1994-07-09,0.0,0.0,0.0,0.0,844.299
1994-07-10,0.0,0.0,0.0,0.0,902.257
1994-07-11,0.0,0.0,0.0,0.0,278.802
1994-07-12,0.0,0.0,0.0,0.0,676.585
1994-07-13,0.0,0.0,0.0,0.0,410.416
1994-07-14,0.0,0.0,0.0,0.0,572.406
1994-07-15,0.0,0.0,0.0,0.0,283.309
1994-07-16,0.0,0.0,0.0,0.0,323.355
1994-07-17,0.0,0.0,0.0,0.0,370.656
1994-07-18,0.0,0.0,0.0,0.0,269.315
1994-07-19,0.0,0.0,0.0,0.0,537.697
1994-07-20,0.0,0.0,0.0,0.0,482.832
1994-07-21,0.0,0.0,0.0,0.0,301.451
1994-07-22,0.0,0.0,0.0,0.0,481.259
1994-07-23,0.0,0.0,0.0,0.0,429.272
1994-07-24,0.0,0.0,0.0,0.0,408.621
1994-07-25,0.0,0.0,0.0,0.0,345.7
1994-07-26,0.0,0.0,0.0,0.0,114.078
1994-07-27,0.0,0.0,0.0,0.0,564.926
1994-07-28,0.0,0.0,0.0,0.0,503.14
1994-07-29,0.0,0.0,0.0,0.0,127.287
1994-07-30,0.0,0.0,0.0,0.0,137.374
1994-07-31,0.0,0.0,0.0,0.1,308.436
1994-08-01,0.0,0.0,0.0,0.0,628.332
1994-08-02,0.0,0.0,0.0,0.0,329.438
1994-08-03,0.0,0.0,0.0,0.0,302.564
1994-08-04,0.0,0.0,0.0,0.0,311.553
1994-08-05,0.0,0.0,0.0,0.0,352.044
1994-08-06,0.0,0.0,0.0,0.0,327.621
1994-08-07,0.0,0.0,0.0,0.0,301.097
1994-08-08,0.0,0.0,0.0,0.0,310.829
1994-08-09,0.0,0.0,0.0,0.0,199.208
1994-08-10,0.0,0.0,0.0,0.0,261.231
1994-08-11,0.0,0.0,0.0,0.0,213.935
1994-08-12,0.0,0.0,0.0,0.0,171.657
1994-08-13,0.0,0.0,0.0,0.0,241.117
1994-08-14,0.0,0.0,0.0,0.0,285.671
1994-08-15,0.0,0.0,0.0,0.0,307.679
1994-08-16,0.0,0.0,0.0,0.0,283.727
1994-08-17,0.0,0.0,0.0,0.0,210.55
1994-08-18,0.0,0.0,0.0,0.0,280.482
1994-08-19,0.0,0.0,0.0,0.0,121.237
1994-08-20,0.0,0.0,0.0,0.0,62.649
1994-08-21,0.0,0.0,0.0,0.0,63.022
1994-08-22,0.0,0.0,0.0,0.0,161.912
1994-08-23,0.0,0.0,0.0,0.0,141.556
1994-08-24,0.0,0.0,0.0,0.0,161.074
1994-08-25,0.0,0.0,0.0,0.0,176.808
1994-08-26,0.0,0.0,0.0,0.0,198.898
1994-08-27,0.0,0.0,0.0,0.0,191.24
1994-08-28,0.0,0.0,0.0,0.0,181.765
1994-08-29,0.0,0.0,0.0,0.0,272.056
1994-08-30,0.0,0.0,0.0,0.0,237.751
1994-08-31,0.0,0.0,0.0,0.0,123.281
1994-09-01,0.0,0.0,0.0,0.0,188.255
1994-09-02,0.0,0.0,0.0,0.0,225.321
1994-09-03,0.0,0.0,0.0,0.0,206.443
1994-09-04,0.0,0.0,0.0,0.0,201.679
1994-09-05,0.0,0.0,0.0,0.0,111.701
1994-09-06,0.0,0.0,0.0,0.0,110.927
1994-09-07,0.0,0.0,0.0,0.0,116.079
1994-09-08,0.0,0.0,0.0,0.0,114.21
1994-09-09,0.0,0.0,0.0,0.0,181.116
1994-09-10,0.0,0.0,0.0,0.0,211.644
1994-09-11,0.0,0.0,0.0,0.0,214.328
1994-09-12,0.0,0.0,0.0,0.0,47.17
1994-09-13,0.0,0.0,0.0,0.0,36.367
1994-09-14,0.0,0.0,0.0,0.0,66.725
1994-09-15,0.0,0.0,0.0,0.0,93.723
1994-09-16,0.0,0.0,0.0,0.0,89.887
1994-09-17,0.0,0.0,0.0,0.0,79.933
1994-09-18,0.0,0.0,0.0,0.0,78.866
1994-09-19,0.0,0.0,0.0,0.0,136.04
1994-09-20,0.0,0.0,0.0,0.0,168.96
1994-09-21,0.0,0.0,0.0,0.0,144.783
1994-09-22,0.0,0.0,0.0,0.0,127.161
1994-09-23,0.0,0.0,0.0,0.0,105.009
1994-09-24,0.0,0.0,0.0,0.0,124.167
1994-09-25,0.0,0.0,0.0,0.0,101.093
1994-09-26,0.0,0.0,0.0,0.0,121.875
1994-09-27,0.0,0.0,0.0,0.0,122.63
1994-09-28,0.0,0.0,0.0,0.0,102.89
1994-09-29,0.0,0.0,0.0,0.0,124.792
1994-09-30,0.0,0.0,0.0,0.0,104.99
1994-10-01,0.0,0.0,0.0,0.0,125.0
1994-10-02,0.0,0.0,0.2,0.0,125.0
1994-10-03,0.3,0.7,0.7,0.4,100.52
1994-10-04,0.2,0.6,1.1,0.9,100.52
1994-10-05,0.1,0.5,1.0,0.7,100.52
1994-10-06,0.0,0.0,0.8,0.4,100.615
1994-10-07,0.0,0.0,0.9,0.4,90.52
1994-10-08,0.0,0.0,0.0,0.0,110.0
1994-10-09,0.0,0.0,0.0,0.0,90.52
1994-10-10,0.0,0.0,0.0,0.0,90.52
1994-10-11,0.0,0.0,0.0,0.0,71.646
1994-10-12,0.0,0.0,0.0,0.0,71.739
1994-10-13,0.0,0.0,0.3,0.0,52.469
1994-10-14,0.0,0.0,0.3,0.0,71.739
1994-10-15,0.0,0.0,0.3,0.0,110.0
1994-10-16,0.0,0.0,0.4,0.3,100.0
1994-10-17,0.0,0.0,0.0,0.7,75.823
1994-10-18,0.0,0.0,0.0,0.4,95.0
1994-10-19,0.0,0.0,0.0,0.0,95.0
1994-10-20,0.0,0.0,0.0,0.0,95.0
1994-10-21,0.0,0.0,0.0,0.0,114.177
1994-10-22,0.1,0.9,0.0,0.5,95.0
1994-10-23,0.1,1.0,0.0,0.6,114.177
1994-10-24,0.1,1.0,0.0,0.6,114.084
1994-10-25,0.1,1.0,0.3,0.6,95.0
1994-10-26,0.1,1.1,0.5,0.7,95.0
1994-10-27,0.0,1.2,1.4,0.7,95.0
1994-10-28,0.1,1.7,1.1,0.0,100.0
1994-10-29,0.2,2.3,1.1,0.1,100.0
1994-10-30,0.3,2.4,1.1,0.1,100.0
1994-10-31,0.3,2.4,1.1,0.4,105.0
1994-11-01,1.1,4.3,2.8,0.7,126.708
1994-11-02,1.1,5.0,2.9,0.7,126.917
1994-11-03,1.1,5.0,3.3,0.7,108.345
1994-11-04,1.1,5.0,3.3,1.0,127.824
1994-11-05,1.1,5.4,3.3,1.0,128.525
1994-11-06,1.2,5.4,3.3,1.0,129.034
1994-11-07,1.3,5.8,3.4,1.0,109.251
1994-11-08,1.3,5.8,3.4,1.0,130.092
1994-11-09,1.3,5.8,3.4,1.2,110.408
1994-11-10,1.3,5.8,3.4,1.2,130.445
1994-11-11,1.3,5.8,3.4,1.2,131.453
1994-11-12,1.3,5.8,3.4,1.2,111.165
1994-11-13,1.3,5.8,3.4,1.2,131.807
