Datetime,Copper Bottom: Snow Water Equivalent,Copper Camp: Snow Water Equivalent,Waldron: Snow Water Equivalent,Wood Creek: Snow Water Equivalent,GIBSON RESERVOIR; MONTANA: Inflow
1991-02-23,9.7,32.3,12.5,7.4,297.0
1991-02-24,9.7,32.3,12.5,7.4,297.0
1991-02-25,9.6,32.4,12.6,7.5,344.537
1991-02-26,9.8,32.6,12.6,7.5,297.0
1991-02-27,9.8,32.8,12.6,7.4,297.0
1991-02-28,9.9,32.8,12.6,7.4,249.463
1991-03-01,10.0,32.8,12.8,7.6,297.0
1991-03-02,10.0,32.9,13.0,7.6,297.0
1991-03-03,10.0,33.5,13.2,7.7,249.693
1991-03-04,10.5,34.7,14.0,8.2,297.0
1991-03-05,11.0,35.8,14.2,9.0,344.307
1991-03-06,11.2,35.8,14.5,9.1,297.0
1991-03-07,11.3,35.9,14.5,9.2,297.0
1991-03-08,11.3,36.1,14.5,9.2,249.693
1991-03-09,11.5,36.4,14.5,9.2,297.0
1991-03-10,11.5,36.5,14.5,9.2,249.461
1991-03-11,11.5,36.5,14.5,9.2,297.0
1991-03-12,11.6,36.5,14.5,9.3,249.461
1991-03-13,11.6,36.7,14.5,9.3,249.461
1991-03-14,11.7,36.9,14.5,9.3,249.463
1991-03-15,11.7,37.0,14.5,9.5,249.693
1991-03-16,11.8,37.0,14.5,9.6,297.0
1991-03-17,11.8,37.0,14.5,9.9,344.307
1991-03-18,11.9,37.1,14.6,10.0,297.0
1991-03-19,11.9,37.3,14.6,10.0,254.614
1991-03-20,11.9,37.3,14.6,10.0,255.825
1991-03-21,11.9,37.3,14.8,10.3,302.729
1991-03-22,11.9,37.5,15.2,10.4,302.731
1991-03-23,11.9,37.5,15.2,10.5,302.959
1991-03-24,11.9,37.7,15.2,10.5,303.335
1991-03-25,11.9,38.3,15.3,10.6,304.168
1991-03-26,12.0,38.5,15.5,11.0,257.411
1991-03-27,12.0,38.7,15.6,11.1,257.637
1991-03-28,12.0,38.8,15.7,11.1,304.497
1991-03-29,11.9,39.0,15.7,11.1,305.275
1991-03-30,11.8,39.2,15.7,11.1,305.051
1991-03-31,11.8,39.3,15.7,11.2,259.301
1991-04-01,11.7,39.3,15.6,11.2,305.051
1991-04-02,11.7,39.1,15.5,11.2,351.631
1991-04-03,11.5,39.1,15.5,11.2,397.0
1991-04-04,11.4,39.1,15.4,11.2,351.631
1991-04-05,11.2,39.0,15.3,11.2,533.712
1991-04-06,11.0,37.6,15.1,11.1,718.373
1991-04-07,10.8,37.6,14.9,11.0,767.9
1991-04-08,10.7,38.3,14.8,10.9,724.069
1991-04-09,10.9,38.6,14.8,10.9,632.446
1991-04-10,10.9,38.9,14.8,11.0,586.348
1991-04-11,10.9,38.9,15.2,11.2,586.923
1991-04-12,11.7,41.1,17.4,13.1,554.384
1991-04-13,11.7,41.4,17.4,13.1,555.426
1991-04-14,11.7,41.5,17.4,13.2,507.65
1991-04-15,11.7,41.5,17.4,13.2,507.886
1991-04-16,11.8,41.7,17.5,13.7,507.652
1991-04-17,12.1,42.0,17.7,14.3,556.28
1991-04-18,12.0,42.1,18.0,15.2,508.558
1991-04-19,11.9,42.2,18.2,15.5,508.794
1991-04-20,11.7,42.2,18.2,15.6,508.794
1991-04-21,11.4,42.1,18.2,15.6,605.705
1991-04-22,10.9,41.6,17.9,15.6,760.776
1991-04-23,10.3,38.0,17.4,15.5,1089.848
1991-04-24,9.5,37.1,16.8,15.5,1501.519
1991-04-25,8.9,37.1,16.3,15.4,1674.33
1991-04-26,8.6,37.1,16.1,15.3,1537.502
1991-04-27,8.1,37.1,15.9,15.3,1327.342
1991-04-28,7.9,37.1,16.0,15.2,1120.734
1991-04-29,7.4,37.4,16.0,15.2,1004.827
1991-04-30,7.2,37.6,16.0,15.2,1208.827
1991-05-01,6.9,37.9,16.1,15.2,948.658
1991-05-02,6.5,37.9,16.2,15.2,1009.979
1991-05-03,6.4,37.9,16.2,15.2,826.302
1991-05-04,6.1,37.9,16.2,15.3,839.989
1991-05-05,5.9,37.9,16.5,15.4,857.533
1991-05-06,5.4,38.0,16.3,15.4,837.211
1991-05-07,4.5,37.1,16.0,15.3,1084.874
1991-05-08,3.8,37.0,15.4,15.6,1267.468
1991-05-09,3.3,37.4,14.6,15.5,1726.841
1991-05-10,2.5,37.2,14.2,15.3,1817.526
1991-05-11,2.3,37.1,13.9,15.3,2376.037
1991-05-12,1.7,37.3,13.6,15.1,2528.037
1991-05-13,1.0,37.4,13.3,14.8,2680.037
1991-05-14,0.5,37.0,12.1,14.2,3392.228
1991-05-15,0.0,36.3,11.1,13.6,3511.371
1991-05-16,0.0,35.9,10.2,13.4,3820.205
1991-05-17,0.0,35.0,9.4,12.7,4183.807
1991-05-18,0.0,34.6,8.5,12.1,5021.72
1991-05-19,0.0,34.6,7.9,12.0,11336.737
1991-05-20,0.0,32.5,6.9,11.1,13881.981
1991-05-21,0.0,30.8,6.5,10.5,8403.434
1991-05-22,0.0,28.9,5.7,10.0,6873.213
1991-05-23,0.0,27.5,4.6,9.6,7061.0
1991-05-24,0.0,26.1,3.3,8.7,6876.83
1991-05-25,0.0,24.6,2.4,7.7,7157.17
1991-05-26,0.0,23.4,1.6,6.9,6231.875
1991-05-27,0.0,22.1,0.5,6.3,4931.47
1991-05-28,0.0,21.8,0.3,6.1,4280.181
1991-05-29,0.0,22.0,0.0,6.0,4008.632
1991-05-30,0.0,21.2,0.0,5.4,3805.259
1991-05-31,0.0,20.4,0.0,4.7,4128.871
1991-06-01,0.0,19.3,0.0,3.8,4554.321
1991-06-02,0.0,17.9,0.0,2.9,5912.962
1991-06-03,0.0,16.5,0.0,1.6,6955.827
1991-06-04,0.0,15.1,0.0,0.5,7558.08
1991-06-05,0.0,13.4,0.0,0.2,5907.398
1991-06-06,0.0,11.9,0.0,0.2,6593.478
1991-06-07,0.0,10.4,0.0,0.2,6786.0
1991-06-08,0.0,8.9,0.0,0.2,6651.522
1991-06-09,0.0,7.3,0.0,0.1,5885.522
1991-06-10,0.0,6.0,0.0,0.0,5753.875
1991-06-11,0.0,3.7,0.0,0.0,6604.125
1991-06-12,0.0,2.0,0.0,0.0,6439.0
1991-06-13,0.0,0.8,0.0,0.0,5330.875
1991-06-14,0.0,0.1,0.0,0.0,4332.297
1991-06-15,0.0,0.0,0.0,0.0,3754.857
1991-06-16,0.0,0.0,0.0,0.0,3304.181
1991-06-17,0.0,0.0,0.0,0.0,3100.55
1991-06-18,0.0,0.0,0.0,0.0,2847.259
1991-06-19,0.0,0.0,0.0,0.0,2835.154
1991-06-20,0.0,0.0,0.0,0.0,3408.888
1991-06-21,0.0,0.0,0.0,0.0,5299.744
1991-06-22,0.0,0.0,0.0,0.0,7923.935
1991-06-23,0.0,0.0,0.0,0.0,5233.921
1991-06-24,0.0,0.0,0.0,0.0,4980.718
1991-06-25,0.0,0.0,0.0,0.0,4627.65
1991-06-26,0.0,0.0,0.0,0.0,3448.839
1991-06-27,0.0,0.0,0.0,0.0,3712.626
1991-06-28,0.0,0.0,0.0,0.0,3976.967
1991-06-29,0.0,0.0,0.0,0.0,3754.689
1991-06-30,0.0,0.0,0.0,0.0,4331.879
1991-07-01,0.0,0.0,0.0,0.0,5347.782
1991-07-02,0.0,0.0,0.0,0.0,4593.47
1991-07-03,0.0,0.0,0.0,0.0,4130.722
1991-07-04,0.0,0.0,0.0,0.0,4138.684
1991-07-05,0.0,0.0,0.0,0.0,4285.113
1991-07-06,0.0,0.0,0.0,0.0,3658.85
1991-07-07,0.0,0.0,0.0,0.0,2358.354
1991-07-08,0.0,0.0,0.0,0.0,2782.225
1991-07-09,0.0,0.0,0.0,0.0,2651.583
1991-07-10,0.0,0.0,0.0,0.0,2385.851
1991-07-11,0.0,0.0,0.0,0.0,2320.9
1991-07-12,0.0,0.0,0.0,0.0,2074.732
1991-07-13,0.0,0.0,0.0,0.0,2012.369
1991-07-14,0.0,0.0,0.0,0.0,2011.1
1991-07-15,0.0,0.0,0.0,0.0,1881.466
1991-07-16,0.0,0.0,0.0,0.0,1807.204
1991-07-17,0.0,0.0,0.0,0.0,1734.073
1991-07-18,0.0,0.0,0.0,0.0,1556.75
1991-07-19,0.0,0.0,0.0,0.0,1392.206
1991-07-20,0.0,0.0,0.0,0.0,1251.388
1991-07-21,0.0,0.0,0.0,0.0,1276.631
1991-07-22,0.0,0.0,0.0,0.0,1151.329
1991-07-23,0.0,0.0,0.0,0.0,1208.537
1991-07-24,0.0,0.0,0.0,0.0,1059.166
1991-07-25,0.0,0.0,0.0,0.0,1049.23
1991-07-26,0.0,0.0,0.0,0.0,998.782
1991-07-27,0.0,0.0,0.0,0.0,929.606
1991-07-28,0.0,0.0,0.0,0.0,949.706
1991-07-29,0.0,0.0,0.0,0.0,952.275
1991-07-30,0.0,0.0,0.0,0.0,830.046
1991-07-31,0.0,0.0,0.0,0.0,895.044
1991-08-01,0.0,0.0,0.0,0.0,917.704
1991-08-02,0.0,0.0,0.0,0.0,872.547
1991-08-03,0.0,0.0,0.0,0.0,802.572
1991-08-04,0.0,0.0,0.0,0.0,677.172
1991-08-05,0.0,0.0,0.0,0.0,739.008
1991-08-06,0.0,0.0,0.0,0.0,800.926
1991-08-07,0.0,0.0,0.0,0.0,627.858
1991-08-08,0.0,0.0,0.0,0.0,689.875
1991-08-09,0.0,0.0,0.0,0.0,750.001
1991-08-10,0.0,0.0,0.0,0.0,630.049
1991-08-11,0.0,0.0,0.0,0.0,691.36
1991-08-12,0.0,0.0,0.0,0.0,694.413
1991-08-13,0.0,0.0,0.0,0.0,613.097
1991-08-14,0.0,0.0,0.0,0.0,591.668
1991-08-15,0.0,0.0,0.0,0.0,642.01
1991-08-16,0.0,0.0,0.0,0.0,645.642
1991-08-17,0.0,0.0,0.0,0.0,586.525
1991-08-18,0.0,0.0,0.0,0.0,538.02
1991-08-19,0.0,0.0,0.0,0.0,659.015
1991-08-20,0.0,0.0,0.0,0.0,617.928
1991-08-21,0.0,0.0,0.0,0.0,548.824
1991-08-22,0.0,0.0,0.0,0.0,555.173
1991-08-23,0.0,0.0,0.0,0.0,454.148
1991-08-24,0.0,0.0,0.0,0.0,647.898
1991-08-25,0.0,0.0,0.0,0.0,465.739
1991-08-26,0.0,0.0,0.0,0.0,535.483
1991-08-27,0.0,0.0,0.0,0.0,532.086
1991-08-28,0.0,0.0,0.0,0.0,487.714
1991-08-29,0.0,0.0,0.0,0.0,583.433
1991-08-30,0.0,0.0,0.0,0.0,442.918
1991-08-31,0.0,0.0,0.0,0.0,489.035
1991-09-01,0.0,0.0,0.0,0.0,488.078
1991-09-02,0.0,0.0,0.0,0.0,442.208
1991-09-03,0.0,0.0,0.0,0.0,444.921
1991-09-04,0.0,0.0,0.0,0.0,636.94
1991-09-05,0.0,0.0,0.0,0.0,508.415
1991-09-06,0.0,0.0,0.0,0.0,515.951
1991-09-07,0.0,0.0,0.0,0.0,454.172
1991-09-08,0.0,0.0,0.0,0.0,421.622
1991-09-09,0.0,0.0,0.0,0.0,509.181
1991-09-10,0.0,0.0,0.0,0.0,510.197
1991-09-11,0.0,0.0,0.0,0.0,431.172
1991-09-12,0.0,0.0,0.0,0.0,397.206
1991-09-13,0.0,0.0,0.0,0.0,479.133
1991-09-14,0.0,0.0,0.0,0.0,451.402
1991-09-15,0.0,0.0,0.0,0.0,456.198
1991-09-16,0.0,0.0,0.0,0.0,373.747
1991-09-17,0.0,0.0,0.0,0.0,539.385
1991-09-18,0.0,0.0,0.0,0.0,432.557
1991-09-19,0.0,0.0,0.0,0.0,407.567
1991-09-20,0.0,0.0,0.0,0.0,390.235
1991-09-21,0.0,0.0,0.0,0.0,473.205
1991-09-22,0.0,0.0,0.0,0.0,329.378
1991-09-23,0.0,0.0,0.0,0.0,463.205
1991-09-24,0.0,0.0,0.0,0.0,264.348
1991-09-25,0.0,0.0,0.0,0.0,401.796
1991-09-26,0.0,0.0,0.0,0.0,418.098
1991-09-27,0.0,0.0,0.0,0.0,320.302
1991-09-28,0.0,0.0,0.0,0.0,386.858
1991-09-29,0.0,0.0,0.0,0.0,321.009
1991-09-30,0.0,0.0,0.0,0.0,353.853
1991-10-01,0.0,0.0,0.0,0.0,222.095
1991-10-02,0.0,0.0,0.0,0.0,354.518
1991-10-03,0.0,0.0,0.0,0.0,321.753
1991-10-04,0.0,0.0,0.0,0.0,321.917
1991-10-05,0.0,0.0,0.0,0.0,321.917
1991-10-06,0.0,0.0,0.0,0.0,355.162
1991-10-07,0.0,0.0,0.0,0.0,322.624
1991-10-08,0.0,0.0,0.0,0.0,322.458
1991-10-09,0.0,0.0,0.0,0.0,322.623
1991-10-10,0.0,0.0,0.0,0.0,322.459
1991-10-11,0.0,0.0,0.0,0.0,322.623
1991-10-12,0.0,0.0,0.0,0.0,357.43
1991-10-13,0.0,0.0,0.0,0.0,357.596
1991-10-14,0.0,0.0,0.0,0.0,323.265
1991-10-15,0.0,0.0,0.0,0.0,323.43
1991-10-16,0.0,0.0,0.0,0.0,324.137
1991-10-17,0.0,0.0,0.0,0.0,289.45
1991-10-18,0.0,0.0,0.0,0.0,324.137
1991-10-19,0.0,0.0,0.0,0.0,324.137
1991-10-20,0.0,0.0,0.0,0.0,323.969
1991-10-21,0.0,0.0,0.0,0.0,324.541
1991-10-22,0.0,0.0,0.0,0.0,324.775
1991-10-23,0.1,0.0,0.0,0.0,290.022
1991-10-24,0.1,0.0,0.0,0.0,324.945
1991-10-25,0.1,0.0,0.0,0.0,290.022
1991-10-26,0.1,0.0,0.0,0.0,324.775
1991-10-27,0.3,0.2,0.1,0.2,325.298
1991-10-28,0.4,0.2,0.2,0.4,290.376
1991-10-29,0.4,0.2,0.3,0.4,290.204
1991-10-30,0.4,0.2,0.3,0.4,255.1
1991-10-31,0.4,0.3,0.3,0.4,290.375
1991-11-01,0.5,0.3,0.3,0.4,290.276
1991-11-02,0.5,0.3,0.3,0.4,290.276
1991-11-03,0.5,0.3,0.3,0.5,325.38
1991-11-04,0.5,0.5,0.3,0.5,290.275
1991-11-05,0.5,0.9,0.3,0.5,325.905
1991-11-06,0.7,1.3,0.7,1.1,326.084
1991-11-07,0.7,1.3,0.8,1.1,290.629
1991-11-08,0.7,1.3,0.8,1.1,290.628
1991-11-09,0.7,1.3,0.8,1.1,326.259
1991-11-10,0.7,1.3,0.8,1.1,290.455
1991-11-11,0.7,1.3,0.8,1.1,290.628
1991-11-12,0.7,1.4,0.8,1.2,290.628
1991-11-13,0.6,2.6,1.0,1.2,327.167
1991-11-14,0.5,2.6,1.2,1.2,326.99
1991-11-15,0.6,2.6,1.2,1.2,327.167
1991-11-16,0.6,2.6,0.9,1.2,326.99
1991-11-17,0.5,2.7,0.9,1.1,327.167
1991-11-18,0.6,2.8,0.9,1.1,321.478
1991-11-19,0.6,2.8,1.0,1.2,321.299
1991-11-20,0.6,3.0,1.0,1.3,321.478
1991-11-21,0.7,3.7,1.5,1.7,321.299
1991-11-22,0.8,3.7,1.7,1.8,321.478
1991-11-23,0.8,3.7,1.7,1.8,285.295
1991-11-24,0.8,3.9,1.7,1.8,285.295
1991-11-25,0.8,4.0,1.7,1.8,248.0
1991-11-26,1.1,5.0,1.9,2.0,285.111
1991-11-27,1.3,5.2,2.0,2.1,285.295
1991-11-28,1.4,5.4,2.1,2.4,285.295
1991-11-29,1.7,5.8,2.4,2.4,285.295
1991-11-30,1.8,5.8,2.5,2.6,285.295
1991-12-01,1.8,5.8,2.6,2.6,284.478
1991-12-02,1.8,6.5,2.7,2.7,284.48
1991-12-03,2.2,6.9,2.8,3.1,284.758
1991-12-04,2.2,7.2,2.9,3.2,285.128
1991-12-05,2.2,7.5,2.9,3.2,285.126
1991-12-06,2.5,8.1,3.1,3.3,284.941
1991-12-07,3.1,9.8,3.5,3.7,278.85
1991-12-08,3.5,10.0,3.6,3.8,430.063
1991-12-09,3.6,10.9,4.0,4.1,127.637
1991-12-10,3.9,11.3,4.3,4.2,358.541
1991-12-11,3.9,11.3,4.4,4.3,130.0
1991-12-12,4.0,11.9,4.8,4.4,360.542
1991-12-13,5.2,14.0,5.5,4.7,130.0
1991-12-14,5.5,14.1,5.6,5.1,207.464
1991-12-15,5.5,14.2,5.6,5.1,208.02
1991-12-16,5.6,14.2,5.7,5.1,207.831
1991-12-17,5.6,14.2,5.7,5.1,130.0
1991-12-18,5.6,14.2,5.7,5.1,305.45
1991-12-19,5.6,14.3,5.8,5.1,307.679
1991-12-20,5.6,14.3,5.8,5.1,268.559
1991-12-21,5.6,14.3,5.8,5.1,269.115
1991-12-22,5.5,14.3,5.8,5.1,223.667
1991-12-23,5.5,14.3,5.8,5.1,223.667
1991-12-24,5.5,14.3,5.8,5.1,223.667
1991-12-25,5.5,14.3,5.8,5.1,223.87
1991-12-26,5.5,14.3,5.8,5.1,225.079
1991-12-27,5.6,14.3,5.8,5.1,224.88
1991-12-28,5.6,14.3,5.8,5.1,211.553
1991-12-29,5.6,14.3,5.8,5.1,252.131
1991-12-30,5.6,14.2,5.7,5.1,253.996
1991-12-31,5.6,14.2,5.7,5.1,253.793
1992-01-01,5.6,14.2,5.7,5.1,295.125
1992-01-02,5.6,14.2,5.6,5.1,88.668
1992-01-03,5.6,14.2,5.6,5.1,213.268
1992-01-04,5.6,14.2,5.6,5.1,255.608
1992-01-05,5.6,14.2,5.6,5.1,171.936
1992-01-06,5.6,14.2,5.6,5.1,213.875
1992-01-07,5.6,14.2,5.6,5.1,255.607
1992-01-08,5.6,14.2,5.6,5.1,214.986
1992-01-09,5.6,14.2,5.6,5.2,257.269
1992-01-10,5.6,14.3,5.6,5.2,214.986
1992-01-11,5.7,14.3,5.6,5.2,214.777
1992-01-12,5.7,14.6,5.7,5.2,344.472
1992-01-13,5.8,14.6,5.8,5.3,130.0
1992-01-14,5.8,14.7,5.8,5.5,280.561
1992-01-15,5.9,14.8,6.0,5.6,281.167
1992-01-16,6.0,15.1,6.1,5.7,144.479
1992-01-17,6.2,15.4,6.5,5.9,144.694
1992-01-18,6.2,15.4,6.6,6.0,144.479
1992-01-19,6.3,15.6,6.6,6.0,260.747
1992-01-20,6.3,15.6,6.7,6.0,173.654
1992-01-21,6.3,15.6,6.7,6.0,217.093
1992-01-22,6.3,15.9,6.7,6.0,261.515
1992-01-23,6.4,16.1,6.7,6.1,218.2
1992-01-24,7.1,17.4,6.8,6.2,218.416
1992-01-25,7.2,18.4,7.3,6.5,218.416
1992-01-26,7.3,18.5,7.4,6.6,307.223
1992-01-27,7.4,18.5,7.5,6.7,130.0
1992-01-28,7.4,18.7,7.5,6.7,353.85
1992-01-29,7.5,19.0,7.7,6.7,130.0
1992-01-30,7.5,19.1,7.7,6.9,174.814
1992-01-31,7.6,19.1,7.7,6.9,241.925
1992-02-01,7.6,19.1,7.7,6.9,243.036
1992-02-02,7.7,19.1,7.8,6.8,175.147
1992-02-03,7.7,19.1,7.8,6.7,266.107
1992-02-04,7.7,19.3,7.8,6.7,130.0
1992-02-05,7.8,19.3,7.9,6.7,220.516
1992-02-06,7.8,19.3,7.9,6.7,266.712
1992-02-07,7.8,19.3,7.9,6.7,175.976
1992-02-08,7.8,19.3,7.9,6.7,175.749
1992-02-09,7.8,19.7,7.9,6.7,130.0
1992-02-10,7.8,19.7,7.9,6.7,221.949
1992-02-11,7.8,19.7,7.9,6.7,212.754
1992-02-12,7.8,19.7,7.9,6.7,212.754
1992-02-13,7.8,19.7,7.9,6.7,212.752
1992-02-14,7.8,19.7,7.9,6.7,213.753
1992-02-15,7.8,19.7,7.9,6.7,213.526
1992-02-16,7.8,19.7,7.9,6.8,223.058
1992-02-17,7.8,19.7,7.9,6.8,222.834
1992-02-18,7.8,19.7,7.9,6.8,176.529
1992-02-19,7.8,20.1,8.0,7.1,130.0
1992-02-20,7.8,21.0,8.3,7.3,270.8
1992-02-21,8.3,21.7,8.3,7.7,224.039
1992-02-22,8.3,22.1,8.5,7.8,200.818
1992-02-23,8.4,22.6,8.6,7.8,200.589
1992-02-24,8.5,22.8,8.8,8.0,224.039
1992-02-25,8.6,22.8,8.8,8.0,224.675
1992-02-26,8.6,22.9,8.9,8.0,225.077
1992-02-27,8.6,22.9,8.9,7.9,224.846
1992-02-28,8.6,23.0,8.9,7.9,225.079
1992-02-29,8.6,23.1,8.9,7.9,224.844
1992-03-01,8.6,23.1,8.9,7.9,225.483
1992-03-02,8.6,23.1,8.9,7.9,225.652
1992-03-03,8.7,23.3,9.0,7.9,177.941
1992-03-04,8.7,23.3,9.0,7.9,369.479
1992-03-05,8.7,23.3,9.0,7.9,147.943
1992-03-06,8.7,23.3,9.0,7.9,341.748
1992-03-07,8.7,23.3,9.0,7.8,196.794
1992-03-08,8.7,23.3,9.1,8.0,100.0
1992-03-09,9.0,23.5,9.2,8.2,366.71
1992-03-10,9.0,23.6,9.3,8.2,367.77
1992-03-11,8.8,23.6,9.3,8.2,295.705
1992-03-12,8.8,23.7,9.3,8.1,247.071
1992-03-13,8.8,23.7,9.3,8.1,296.174
1992-03-14,8.7,23.7,9.3,8.1,396.649
1992-03-15,8.7,23.7,9.2,8.1,347.546
1992-03-16,8.5,23.6,9.1,8.0,399.221
1992-03-17,8.5,23.9,9.1,8.1,349.665
1992-03-18,8.7,24.2,9.6,8.3,250.547
1992-03-19,9.0,24.7,9.8,8.6,452.056
1992-03-20,9.0,24.7,9.8,8.8,201.19
1992-03-21,9.1,24.7,10.1,8.8,302.872
1992-03-22,9.1,24.8,10.2,8.9,404.873
1992-03-23,9.1,24.9,10.2,8.9,304.286
1992-03-24,9.1,24.7,10.0,9.3,252.965
1992-03-25,9.0,24.6,10.0,9.3,408.903
1992-03-26,8.9,24.6,9.9,9.3,254.326
1992-03-27,8.6,24.4,9.9,9.3,419.49
1992-03-28,8.3,24.3,9.8,9.3,367.965
1992-03-29,8.3,24.3,10.1,9.3,252.06
1992-03-30,8.3,24.3,10.1,9.0,353.596
1992-03-31,8.1,24.2,9.9,8.9,518.608
1992-04-01,8.1,23.8,9.7,8.9,258.407
1992-04-02,7.3,23.5,9.6,8.8,526.38
1992-04-03,7.3,22.9,9.3,8.8,852.215
1992-04-04,6.7,22.2,8.9,8.3,862.399
1992-04-05,6.6,22.1,8.7,8.4,539.275
1992-04-06,6.5,22.2,8.6,8.5,218.337
1992-04-07,6.3,22.3,8.5,8.6,248.337
1992-04-08,6.2,22.5,8.4,8.7,248.337
1992-04-09,6.1,22.6,8.3,8.5,501.05
1992-04-10,6.1,23.4,8.3,8.5,755.31
1992-04-11,6.1,23.8,8.3,8.5,750.31
1992-04-12,6.2,23.8,8.3,8.3,750.039
1992-04-13,5.9,24.0,8.3,7.8,521.543
1992-04-14,5.5,23.5,8.0,8.5,847.742
1992-04-15,4.9,23.3,7.6,8.4,514.165
1992-04-16,4.5,23.0,7.1,8.0,578.135
1992-04-17,3.8,22.5,6.7,7.8,747.1
1992-04-18,3.2,22.5,6.5,7.7,956.325
1992-04-19,2.8,22.5,6.1,7.5,773.593
1992-04-20,2.5,22.3,6.0,7.4,773.335
1992-04-21,1.5,22.2,5.5,7.1,912.37
1992-04-22,1.1,22.2,5.4,7.3,922.0
1992-04-23,0.8,22.0,5.3,7.3,809.223
1992-04-24,0.6,21.6,4.9,7.3,864.231
1992-04-25,0.4,21.6,4.7,7.0,661.404
1992-04-26,0.1,21.0,4.1,6.5,943.0
1992-04-27,0.0,20.1,3.4,5.9,992.233
1992-04-28,0.0,19.1,2.4,5.8,1334.306
1992-04-29,0.0,18.3,1.7,5.1,1455.827
1992-04-30,0.0,17.1,0.5,3.9,2755.444
1992-05-01,0.0,16.6,0.1,3.7,1790.124
1992-05-02,0.0,16.3,0.0,2.8,2178.187
1992-05-03,0.0,15.3,0.0,2.4,1748.544
1992-05-04,0.0,14.3,0.0,2.2,1764.729
1992-05-05,0.0,13.2,0.0,1.6,1990.09
1992-05-06,0.0,12.2,0.0,0.8,2145.821
1992-05-07,0.0,10.8,0.0,0.0,2452.97
1992-05-08,0.0,9.6,0.0,0.0,2708.05
1992-05-09,0.0,8.2,0.0,0.0,2894.863
1992-05-10,0.0,7.9,0.0,0.0,2577.306
1992-05-11,0.0,8.6,0.0,0.0,2094.183
1992-05-12,0.0,8.5,0.0,0.0,1783.71
1992-05-13,0.0,8.5,0.0,0.0,1548.926
1992-05-14,0.0,8.3,0.0,0.0,1375.859
1992-05-15,0.0,7.4,0.0,0.0,1350.042
1992-05-16,0.0,6.1,0.0,0.0,1468.556
1992-05-17,0.0,5.3,0.0,0.0,1414.327
1992-05-18,0.0,4.3,0.0,0.0,1524.632
1992-05-19,0.0,3.2,0.0,0.0,1647.226
1992-05-20,0.0,2.0,0.0,0.0,2101.142
1992-05-21,0.0,0.9,0.0,0.0,2276.229
1992-05-22,0.0,0.4,0.0,0.0,1992.888
1992-05-23,0.0,0.0,0.0,0.0,1825.221
1992-05-24,0.0,0.0,0.0,0.0,1826.005
1992-05-25,0.0,0.0,0.0,0.0,1885.071
1992-05-26,0.0,0.0,0.0,0.0,1943.409
1992-05-27,0.0,0.0,0.0,0.0,1887.288
1992-05-28,0.0,0.0,0.0,0.0,2069.472
1992-05-29,0.0,0.0,0.0,0.0,1716.401
1992-05-30,0.0,0.0,0.0,0.0,1650.904
1992-05-31,0.0,0.0,0.0,0.0,1449.655
1992-06-01,0.0,0.0,0.0,0.0,1487.395
1992-06-02,0.0,0.0,0.0,0.0,1518.087
1992-06-03,0.0,0.0,0.0,0.0,1465.458
1992-06-04,0.0,0.0,0.0,0.0,1227.508
1992-06-05,0.0,0.0,0.0,0.0,1248.146
1992-06-06,0.0,0.0,0.0,0.0,1030.07
1992-06-07,0.0,0.0,0.0,0.0,1078.197
1992-06-08,0.0,0.0,0.0,0.0,998.084
1992-06-09,0.0,0.0,0.0,0.0,1029.499
1992-06-10,0.0,0.0,0.0,0.0,889.64
1992-06-11,0.0,0.0,0.0,0.0,1319.322
1992-06-12,0.0,0.0,0.0,0.0,1014.558
1992-06-13,0.0,0.0,0.0,0.0,1975.897
1992-06-14,0.0,0.0,0.0,0.0,1703.933
1992-06-15,0.0,0.0,0.0,0.0,1523.287
1992-06-16,0.0,0.0,0.0,0.1,1088.826
1992-06-17,0.0,0.0,0.0,0.1,1478.053
1992-06-18,0.0,0.0,0.0,0.0,1352.056
1992-06-19,0.0,0.0,0.0,0.0,1213.282
1992-06-20,0.0,0.0,0.0,0.0,1194.685
1992-06-21,0.0,0.0,0.0,0.0,942.667
1992-06-22,0.0,0.0,0.0,0.0,1169.649
1992-06-23,0.0,0.0,0.0,0.0,1192.376
1992-06-24,0.0,0.0,0.0,0.0,1119.759
1992-06-25,0.0,0.0,0.0,0.0,1147.805
1992-06-26,0.0,0.0,0.0,0.0,1028.498
1992-06-27,0.0,0.0,0.0,0.0,886.975
1992-06-28,0.0,0.0,0.0,0.0,837.008
1992-06-29,0.0,0.0,0.0,0.0,944.797
1992-06-30,0.0,0.0,0.0,0.0,1008.545
1992-07-01,0.0,0.0,0.0,0.0,1053.241
1992-07-02,0.0,0.0,0.0,0.0,985.907
1992-07-03,0.0,0.0,0.0,0.0,847.767
1992-07-04,0.0,0.0,0.0,0.0,896.852
1992-07-05,0.0,0.0,0.0,0.0,899.531
1992-07-06,0.0,0.0,0.0,0.0,960.09
1992-07-07,0.0,0.0,0.0,0.0,852.159
1992-07-08,0.0,0.0,0.0,0.0,860.574
1992-07-09,0.0,0.0,0.0,0.0,589.494
1992-07-10,0.0,0.0,0.0,0.0,642.84
1992-07-11,0.0,0.0,0.0,0.0,464.431
1992-07-12,0.0,0.0,0.0,0.0,810.248
1992-07-13,0.0,0.0,0.0,0.0,633.262
1992-07-14,0.0,0.0,0.0,0.0,750.89
1992-07-15,0.0,0.0,0.0,0.0,585.098
